timestamp,model,task,q,k,v,gate,up,method_name,cpr
2026-05-08 04:28:49,gemma2,mcqa,1.0,0.5,1.0,1.0,1.0,eap_scaling_q1.0_k0.5_v1.0_g1.0_u1.0,1.2704
2026-05-08 04:32:33,gemma2,mcqa,1.0,1.0,0.5,1.0,1.0,eap_scaling_q1.0_k1.0_v0.5_g1.0_u1.0,1.4395
2026-05-08 04:36:18,gemma2,mcqa,1.0,1.0,1.0,0.5,1.0,eap_scaling_q1.0_k1.0_v1.0_g0.5_u1.0,1.8176
2026-05-08 04:40:03,gemma2,mcqa,1.0,1.0,1.0,1.0,0.5,eap_scaling_q1.0_k1.0_v1.0_g1.0_u0.5,1.7538
2026-05-08 04:43:48,gemma2,mcqa,1.0,1.0,1.0,1.0,1.0,eap_scaling_q1.0_k1.0_v1.0_g1.0_u1.0,1.2242
2026-05-08 04:47:33,gemma2,mcqa,1.5,1.0,1.0,1.0,1.0,eap_scaling_q1.5_k1.0_v1.0_g1.0_u1.0,1.1636
2026-05-08 04:51:17,gemma2,mcqa,1.0,1.5,1.0,1.0,1.0,eap_scaling_q1.0_k1.5_v1.0_g1.0_u1.0,1.1472
2026-05-08 04:55:02,gemma2,mcqa,1.0,1.0,1.5,1.0,1.0,eap_scaling_q1.0_k1.0_v1.5_g1.0_u1.0,1.2300
2026-05-08 04:58:44,gemma2,mcqa,1.0,1.0,1.0,1.5,1.0,eap_scaling_q1.0_k1.0_v1.0_g1.5_u1.0,0.8392
2026-05-08 05:02:21,gemma2,mcqa,1.0,1.0,1.0,1.0,1.5,eap_scaling_q1.0_k1.0_v1.0_g1.0_u1.5,0.8575
2026-05-08 05:05:49,gemma2,mcqa,3.0,1.0,1.0,1.0,1.0,eap_scaling_q3.0_k1.0_v1.0_g1.0_u1.0,0.9680
2026-05-08 05:09:30,gemma2,mcqa,1.0,3.0,1.0,1.0,1.0,eap_scaling_q1.0_k3.0_v1.0_g1.0_u1.0,1.1276
2026-05-08 05:12:56,gemma2,mcqa,1.0,1.0,3.0,1.0,1.0,eap_scaling_q1.0_k1.0_v3.0_g1.0_u1.0,0.9284
2026-05-08 05:15:25,gemma2,mcqa,1.0,1.0,1.0,3.0,1.0,eap_scaling_q1.0_k1.0_v1.0_g3.0_u1.0,0.5445
2026-05-08 05:17:54,gemma2,mcqa,1.0,1.0,1.0,1.0,3.0,eap_scaling_q1.0_k1.0_v1.0_g1.0_u3.0,0.4339
