timestamp,model,task,q,k,v,gate,up,method_name,cpr
2026-05-07 17:33:51,gemma2,mcqa,1.5,1.0,1.0,1.0,1.0,eap_frnorm_q1.5_k1.0_v1.0_g1.0_u1.0,1.0066
2026-05-07 17:37:35,gemma2,mcqa,1.0,1.5,1.0,1.0,1.0,eap_frnorm_q1.0_k1.5_v1.0_g1.0_u1.0,0.8962
2026-05-07 17:41:26,gemma2,mcqa,1.0,1.0,1.5,1.0,1.0,eap_frnorm_q1.0_k1.0_v1.5_g1.0_u1.0,1.2034
2026-05-07 17:46:20,gemma2,mcqa,1.0,1.0,1.0,1.5,1.0,eap_frnorm_q1.0_k1.0_v1.0_g1.5_u1.0,0.7219
2026-05-07 17:50:03,gemma2,mcqa,1.0,1.0,1.0,1.0,1.5,eap_frnorm_q1.0_k1.0_v1.0_g1.0_u1.5,0.6174
2026-05-07 17:53:58,gemma2,mcqa,3.0,1.0,1.0,1.0,1.0,eap_frnorm_q3.0_k1.0_v1.0_g1.0_u1.0,0.8944
2026-05-07 17:57:30,gemma2,mcqa,1.0,3.0,1.0,1.0,1.0,eap_frnorm_q1.0_k3.0_v1.0_g1.0_u1.0,0.8980
2026-05-07 18:00:54,gemma2,mcqa,1.0,1.0,3.0,1.0,1.0,eap_frnorm_q1.0_k1.0_v3.0_g1.0_u1.0,1.0561
2026-05-07 18:03:23,gemma2,mcqa,1.0,1.0,1.0,3.0,1.0,eap_frnorm_q1.0_k1.0_v1.0_g3.0_u1.0,0.4254
2026-05-07 18:05:54,gemma2,mcqa,1.0,1.0,1.0,1.0,3.0,eap_frnorm_q1.0_k1.0_v1.0_g1.0_u3.0,0.4058
